(simulator.cpp):  --  INFO: Simulator started. Log file opened.

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:22
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 773.7680 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:23
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 773.7820 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:24
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 773.7960 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 2, Time: 05:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 773.8100 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:26
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 774.1240 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:27
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 774.4380 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 2, Time: 05:28
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 6.21 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:28
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 774.7520 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:29
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 774.7660 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:30
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 774.7800 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:31
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 774.7940 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:32
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 774.8080 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:33
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 774.8220 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:34
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 774.8360 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 2, Time: 05:35
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:35
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 774.8500 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:36
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 775.1640 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:37
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 775.4780 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 2, Time: 05:38
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 6.225 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:38
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 775.7920 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:39
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 775.8060 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:40
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 775.8200 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:41
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 775.8340 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:42
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 775.8480 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:43
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 775.8620 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:44
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 775.8760 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 2, Time: 05:45
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:45
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 775.8900 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:46
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 776.2040 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:47
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 776.5180 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 2, Time: 05:48
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 6.24 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:48
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 776.8320 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:49
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 776.8460 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:50
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 776.8600 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:51
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 776.8740 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:52
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 776.8880 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:53
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 776.9020 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:54
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 776.9160 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 2, Time: 05:55
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:55
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 776.9300 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:56
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 777.2440 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:57
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 777.5580 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 2, Time: 05:58
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 6.255 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:58
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 777.8720 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 05:59
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 777.8860 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:00
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 777.9000 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:01
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 777.9140 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:02
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 777.9280 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:03
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 777.9420 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:04
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 777.9560 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 2, Time: 06:05
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:05
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 777.9700 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:06
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 778.2840 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:07
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 778.5980 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 2, Time: 06:08
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 6.27 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:08
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 778.9120 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:09
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 778.9260 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:10
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 778.9400 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:11
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 778.9540 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:12
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 778.9680 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:13
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 778.9820 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:14
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 778.9960 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 2, Time: 06:15
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:15
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 779.0100 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:16
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 779.3240 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:17
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 779.6380 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 2, Time: 06:18
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 6.285 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:18
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 779.9520 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:19
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 779.9660 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:20
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 779.9800 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:21
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 779.9940 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:22
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 780.0080 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:23
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 780.0220 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:24
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 780.0360 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 2, Time: 06:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 780.0500 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:26
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 780.3640 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:27
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 780.6780 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 2, Time: 06:28
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 6.3 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:28
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.3140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 780.9920 kWh

 (Person.cpp):  --  INFO: Person :: Woke up at Day: 2, Time: 06:29
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:29
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 781.0060 kWh

 (Person.cpp):  --  INFO: Person :: Started watching TV at Day: 2, Time: 06:30
 (Person.cpp):  --  INFO: Person :: Person activated Television to veg out.
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:30
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.0140 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 781.0200 kWh

 (Model.cpp):  --  INFO: Television :: Instantaneous power use: 0.01 kW
 (Model.cpp):  --  INFO: Television :: ON at Day: 2, Time: 06:31
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:31
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 781.2040 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:32
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 781.3880 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:33
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 781.5720 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:34
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 781.7560 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 2, Time: 06:35
 (Person.cpp):  --  INFO: Person :: Person decided not to take a shower today.
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:35
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 781.9400 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:36
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 782.4240 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:37
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 782.9080 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 2, Time: 06:38
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 6.315 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:38
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 783.3920 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:39
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 783.5760 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:40
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 783.7600 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:41
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 783.9440 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:42
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 784.1280 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:43
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 784.3120 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:44
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 784.4960 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 2, Time: 06:45
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:45
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 784.6800 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:46
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 785.1640 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:47
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 785.6480 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 2, Time: 06:48
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 6.33 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:48
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 786.1320 kWh

 (Person.cpp):  --  INFO: Person :: Started cooking at Day: 2, Time: 06:49
 (Person.cpp):  --  INFO: Person :: Person activated Toaster to make breakfast.
 (Person.cpp):  --  INFO: Person :: Person activated Microwave to make breakfast.
 (Person.cpp):  --  INFO: Person :: Person activated Stove to make breakfast.
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:49
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 786.3160 kWh

 (Model.cpp):  --  INFO: Refrigerator :: Instantaneous power use: 0.3 kW
 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 2, Time: 06:50
 (Model.cpp):  --  INFO: Toaster :: Instantaneous power use: 0 kW
 (Model.cpp):  --  INFO: Toaster :: ON at Day: 2, Time: 06:50
 (Model.cpp):  --  INFO: Microwave :: Instantaneous power use: 0 kW
 (Microwave.cpp):  --  INFO: Microwave :: Run time set to: 112 seconds
 (Model.cpp):  --  INFO: Microwave :: ON at Day: 2, Time: 06:50
 (Model.cpp):  --  INFO: Stove :: Instantaneous power use: 0 kW
 (Stove.cpp):  --  INFO: Stove :: Burner 1: 3, Burner 2: 0, Burner 3: 0, Burner 4: 0
 (Model.cpp):  --  INFO: Stove :: ON at Day: 2, Time: 06:50
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:50
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 4.2840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 790.6000 kWh

 (Model.cpp):  --  INFO: Microwave :: OFF at Day: 2, Time: 06:51
 (Model.cpp):  --  INFO: Microwave :: Energy use: 22.2 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:51
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 4.2840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 794.8840 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 2, Time: 06:52
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 6.345 kWh
 (Model.cpp):  --  INFO: Toaster :: OFF at Day: 2, Time: 06:52
 (Model.cpp):  --  INFO: Toaster :: Energy use: 0.09 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:52
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 1.8840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 796.7680 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 2, Time: 06:53
